"country","year","sex","age","suicide_100_population","gdp","generation"
"Croatia",2005,"male","15-24 years",13.09,10722,"Millenials"
"Croatia",2005,"female","35-54 years",10.5,10722,"Boomers"
"Croatia",2005,"female","25-34 years",8.35,10722,"Generation X"
"Croatia",2005,"female","15-24 years",3.14,10722,"Millenials"
"Croatia",2005,"male","5-14 years",0.78,10722,"Millenials"
"Croatia",2005,"female","5-14 years",0,10722,"Millenials"
"Croatia",2006,"male","75+ years",81.48,11914,"Silent"
"Croatia",2006,"male","55-74 years",40.41,11914,"Silent"
"Croatia",2006,"male","35-54 years",32.36,11914,"Boomers"
"Croatia",2006,"female","75+ years",24.26,11914,"Silent"
"Croatia",2006,"male","25-34 years",18.7,11914,"Generation X"
"Croatia",2006,"female","55-74 years",16.85,11914,"Silent"
"Croatia",2006,"male","15-24 years",16.67,11914,"Millenials"
"Croatia",2006,"female","35-54 years",10.4,11914,"Boomers"
"Croatia",2006,"female","15-24 years",3.9,11914,"Millenials"
"Croatia",2006,"female","25-34 years",1.98,11914,"Generation X"
"Croatia",2006,"male","5-14 years",0.79,11914,"Millenials"
"Croatia",2006,"female","5-14 years",0.42,11914,"Millenials"
"Croatia",2007,"male","75+ years",83.61,14204,"Silent"
"Croatia",2007,"male","55-74 years",46.4,14204,"Silent"
"Croatia",2007,"male","35-54 years",31.05,14204,"Boomers"
"Croatia",2007,"female","75+ years",21.99,14204,"Silent"
"Croatia",2007,"male","25-34 years",16.66,14204,"Generation X"
"Croatia",2007,"female","55-74 years",15.74,14204,"Silent"
"Croatia",2007,"male","15-24 years",11.75,14204,"Millenials"
"Croatia",2007,"female","35-54 years",7,14204,"Boomers"
"Croatia",2007,"female","15-24 years",3.97,14204,"Millenials"
"Croatia",2007,"female","25-34 years",3.62,14204,"Generation X"
"Croatia",2007,"female","5-14 years",0.85,14204,"Generation Z"
"Croatia",2007,"male","5-14 years",0.81,14204,"Generation Z"
"Croatia",2008,"male","75+ years",108.98,16680,"Silent"
"Croatia",2008,"male","55-74 years",44.39,16680,"Silent"
"Croatia",2008,"male","35-54 years",31.91,16680,"Boomers"
"Croatia",2008,"female","75+ years",22.79,16680,"Silent"
"Croatia",2008,"male","25-34 years",15.6,16680,"Generation X"
"Croatia",2008,"male","15-24 years",14.04,16680,"Millenials"
"Croatia",2008,"female","55-74 years",13.42,16680,"Silent"
"Croatia",2008,"female","35-54 years",7.37,16680,"Boomers"
"Croatia",2008,"female","25-34 years",2.95,16680,"Generation X"
"Croatia",2008,"female","15-24 years",2.57,16680,"Millenials"
"Croatia",2008,"male","5-14 years",1.24,16680,"Generation Z"
"Croatia",2008,"female","5-14 years",0.43,16680,"Generation Z"
"Croatia",2009,"male","75+ years",97.18,14872,"Silent"
"Croatia",2009,"male","55-74 years",43.72,14872,"Silent"
"Croatia",2009,"male","35-54 years",35,14872,"Boomers"
"Croatia",2009,"female","75+ years",24.47,14872,"Silent"
"Croatia",2009,"male","15-24 years",16.15,14872,"Millenials"
"Croatia",2009,"male","25-34 years",13.92,14872,"Generation X"
"Croatia",2009,"female","55-74 years",11.71,14872,"Silent"
"Croatia",2009,"female","35-54 years",7.09,14872,"Boomers"
"Croatia",2009,"female","25-34 years",2.29,14872,"Generation X"
"Croatia",2009,"female","15-24 years",1.5,14872,"Millenials"
"Croatia",2009,"male","5-14 years",1.26,14872,"Generation Z"
"Croatia",2009,"female","5-14 years",0,14872,"Generation Z"
"Croatia",2010,"male","75+ years",86.69,14232,"Silent"
"Croatia",2010,"male","55-74 years",46.55,14232,"Silent"
"Croatia",2010,"male","35-54 years",29.9,14232,"Generation X"
"Croatia",2010,"female","75+ years",20.75,14232,"Silent"
"Croatia",2010,"male","15-24 years",14.66,14232,"Millenials"
"Croatia",2010,"male","25-34 years",13.9,14232,"Generation X"
"Croatia",2010,"female","55-74 years",13.84,14232,"Silent"
"Croatia",2010,"female","35-54 years",7.97,14232,"Generation X"
"Croatia",2010,"female","15-24 years",4.97,14232,"Millenials"
"Croatia",2010,"female","25-34 years",2.29,14232,"Generation X"
"Croatia",2010,"female","5-14 years",0.45,14232,"Generation Z"
"Croatia",2010,"male","5-14 years",0,14232,"Generation Z"
"Croatia",2011,"male","75+ years",80.49,14890,"Silent"
"Croatia",2011,"male","55-74 years",40.24,14890,"Boomers"
"Croatia",2011,"male","35-54 years",24,14890,"Generation X"
"Croatia",2011,"male","25-34 years",20.04,14890,"Millenials"
"Croatia",2011,"female","75+ years",19.03,14890,"Silent"
"Croatia",2011,"female","55-74 years",12.47,14890,"Boomers"
"Croatia",2011,"male","15-24 years",8.9,14890,"Millenials"
"Croatia",2011,"female","35-54 years",8.36,14890,"Generation X"
"Croatia",2011,"female","25-34 years",3.62,14890,"Millenials"
"Croatia",2011,"female","15-24 years",3.09,14890,"Millenials"
"Croatia",2011,"male","5-14 years",0.87,14890,"Generation Z"
"Croatia",2011,"female","5-14 years",0,14890,"Generation Z"
"Croatia",2012,"male","75+ years",80.75,13952,"Silent"
"Croatia",2012,"male","55-74 years",44.46,13952,"Boomers"
"Croatia",2012,"male","35-54 years",34.01,13952,"Generation X"
"Croatia",2012,"female","75+ years",19.81,13952,"Silent"
"Croatia",2012,"male","25-34 years",17.33,13952,"Millenials"
"Croatia",2012,"male","15-24 years",13.63,13952,"Millenials"
"Croatia",2012,"female","55-74 years",13.47,13952,"Boomers"
"Croatia",2012,"female","35-54 years",7.07,13952,"Generation X"
"Croatia",2012,"female","25-34 years",4.59,13952,"Millenials"
"Croatia",2012,"female","15-24 years",2.04,13952,"Millenials"
"Croatia",2012,"male","5-14 years",1.37,13952,"Generation Z"
"Croatia",2012,"female","5-14 years",0.48,13952,"Generation Z"
"Croatia",2013,"male","75+ years",67.38,14362,"Silent"
"Croatia",2013,"male","55-74 years",37.09,14362,"Boomers"
"Croatia",2013,"male","35-54 years",31.66,14362,"Generation X"
"Croatia",2013,"male","25-34 years",20.22,14362,"Millenials"
"Croatia",2013,"male","15-24 years",16.1,14362,"Millenials"
"Croatia",2013,"female","75+ years",14.76,14362,"Silent"
"Croatia",2013,"female","55-74 years",8.82,14362,"Boomers"
"Croatia",2013,"female","35-54 years",8.14,14362,"Generation X"
"Croatia",2013,"female","25-34 years",3.2,14362,"Millenials"
"Croatia",2013,"female","15-24 years",2.47,14362,"Millenials"
"Croatia",2013,"male","5-14 years",0.46,14362,"Generation Z"
"Croatia",2013,"female","5-14 years",0,14362,"Generation Z"
"Croatia",2014,"male","75+ years",75.07,14299,"Silent"
"Croatia",2014,"male","55-74 years",40.73,14299,"Boomers"
"Croatia",2014,"male","35-54 years",28.65,14299,"Generation X"
"Croatia",2014,"female","75+ years",17.44,14299,"Silent"
"Croatia",2014,"male","15-24 years",14.71,14299,"Millenials"
"Croatia",2014,"male","25-34 years",14.62,14299,"Millenials"
"Croatia",2014,"female","55-74 years",12.97,14299,"Boomers"
"Croatia",2014,"female","35-54 years",8.39,14299,"Generation X"
"Croatia",2014,"female","15-24 years",5,14299,"Millenials"
"Croatia",2014,"female","25-34 years",3.97,14299,"Millenials"
"Croatia",2014,"female","5-14 years",0.49,14299,"Generation Z"
"Croatia",2014,"male","5-14 years",0,14299,"Generation Z"
"Croatia",2015,"male","75+ years",78.85,12351,"Silent"
"Croatia",2015,"male","55-74 years",43.43,12351,"Boomers"
"Croatia",2015,"male","35-54 years",26.94,12351,"Generation X"
"Croatia",2015,"female","75+ years",23.01,12351,"Silent"
"Croatia",2015,"male","25-34 years",14.63,12351,"Millenials"
"Croatia",2015,"male","15-24 years",13.73,12351,"Millenials"
"Croatia",2015,"female","55-74 years",13.66,12351,"Boomers"
"Croatia",2015,"female","35-54 years",8.85,12351,"Generation X"
"Croatia",2015,"female","25-34 years",2.58,12351,"Millenials"
"Croatia",2015,"female","15-24 years",2.54,12351,"Millenials"
"Croatia",2015,"female","5-14 years",0.99,12351,"Generation Z"
"Croatia",2015,"male","5-14 years",0.47,12351,"Generation Z"
"Croatia",2016,"male","75+ years",77.31,12905,"Silent"
"Croatia",2016,"male","55-74 years",38.94,12905,"Boomers"
"Croatia",2016,"male","35-54 years",25.57,12905,"Generation X"
"Croatia",2016,"male","25-34 years",17.49,12905,"Millenials"
"Croatia",2016,"female","75+ years",16.26,12905,"Silent"
"Croatia",2016,"female","55-74 years",12.51,12905,"Boomers"
"Croatia",2016,"male","15-24 years",12.38,12905,"Millenials"
"Croatia",2016,"female","35-54 years",8.24,12905,"Generation X"
"Croatia",2016,"female","15-24 years",2.6,12905,"Millenials"
"Croatia",2016,"female","25-34 years",2.26,12905,"Millenials"
"Cuba",1992,"male","75+ years",120.3,2227,"G.I. Generation"
"Cuba",1992,"male","55-74 years",53.19,2227,"Silent"
"Cuba",1992,"female","75+ years",34.64,2227,"G.I. Generation"
"Cuba",1992,"female","55-74 years",31.39,2227,"Silent"
"Cuba",1992,"male","35-54 years",30.16,2227,"Boomers"
"Cuba",1992,"female","15-24 years",22.2,2227,"Generation X"
"Cuba",1992,"male","25-34 years",21.49,2227,"Boomers"
"Cuba",1992,"female","35-54 years",20.03,2227,"Boomers"
"Cuba",1992,"female","25-34 years",18.49,2227,"Boomers"
"Cuba",1992,"male","15-24 years",15.11,2227,"Generation X"
"Cuba",1992,"female","5-14 years",2.09,2227,"Millenials"
"Cuba",1992,"male","5-14 years",0.62,2227,"Millenials"
"Cuba",1993,"male","75+ years",133.23,2236,"G.I. Generation"
"Cuba",1993,"male","55-74 years",57.36,2236,"Silent"
"Cuba",1993,"female","75+ years",40.23,2236,"G.I. Generation"
"Cuba",1993,"female","55-74 years",38.25,2236,"Silent"
"Cuba",1993,"male","35-54 years",29.55,2236,"Boomers"
"Cuba",1993,"male","25-34 years",23.5,2236,"Boomers"
"Cuba",1993,"female","35-54 years",19.7,2236,"Boomers"
"Cuba",1993,"female","15-24 years",17.85,2236,"Generation X"
"Cuba",1993,"female","25-34 years",17.37,2236,"Boomers"
"Cuba",1993,"male","15-24 years",14.62,2236,"Generation X"
"Cuba",1993,"female","5-14 years",0.9,2236,"Millenials"
"Cuba",1993,"male","5-14 years",0.37,2236,"Millenials"
"Cuba",1994,"male","75+ years",125.19,2820,"G.I. Generation"
"Cuba",1994,"male","55-74 years",58.87,2820,"Silent"
"Cuba",1994,"female","55-74 years",32.59,2820,"Silent"
"Cuba",1994,"male","35-54 years",31.44,2820,"Boomers"
"Cuba",1994,"female","75+ years",28.39,2820,"G.I. Generation"
"Cuba",1994,"male","25-34 years",23.26,2820,"Boomers"
"Cuba",1994,"female","35-54 years",18,2820,"Boomers"
"Cuba",1994,"female","15-24 years",15.98,2820,"Generation X"
"Cuba",1994,"female","25-34 years",14.65,2820,"Boomers"
"Cuba",1994,"male","15-24 years",14.32,2820,"Generation X"
"Cuba",1994,"female","5-14 years",0.5,2820,"Millenials"
"Cuba",1994,"male","5-14 years",0.12,2820,"Millenials"
"Cuba",1995,"male","75+ years",124.37,2993,"G.I. Generation"
"Cuba",1995,"male","55-74 years",53.33,2993,"Silent"
"Cuba",1995,"female","75+ years",30.92,2993,"G.I. Generation"
"Cuba",1995,"male","35-54 years",28.95,2993,"Boomers"
"Cuba",1995,"male","25-34 years",24.78,2993,"Generation X"
"Cuba",1995,"female","55-74 years",23.68,2993,"Silent"
"Cuba",1995,"female","35-54 years",18.12,2993,"Boomers"
"Cuba",1995,"female","15-24 years",17.87,2993,"Generation X"
"Cuba",1995,"female","25-34 years",14.77,2993,"Generation X"
"Cuba",1995,"male","15-24 years",14.61,2993,"Generation X"
"Cuba",1995,"female","5-14 years",1.24,2993,"Millenials"
"Cuba",1995,"male","5-14 years",0.12,2993,"Millenials"
"Cuba",1996,"male","75+ years",113.21,2443,"G.I. Generation"
"Cuba",1996,"male","55-74 years",48.11,2443,"Silent"
"Cuba",1996,"male","35-54 years",30.42,2443,"Boomers"
"Cuba",1996,"female","75+ years",27.26,2443,"G.I. Generation"
"Cuba",1996,"male","25-34 years",21.98,2443,"Generation X"
"Cuba",1996,"female","55-74 years",21.13,2443,"Silent"
"Cuba",1996,"female","35-54 years",14.73,2443,"Boomers"
"Cuba",1996,"male","15-24 years",14.24,2443,"Generation X"
"Cuba",1996,"female","15-24 years",13.11,2443,"Generation X"
"Cuba",1996,"female","25-34 years",10.95,2443,"Generation X"
"Cuba",1996,"female","5-14 years",0.86,2443,"Millenials"
"Cuba",1996,"male","5-14 years",0.23,2443,"Millenials"
"Cuba",1997,"male","75+ years",118.17,2472,"G.I. Generation"
"Cuba",1997,"male","55-74 years",49.06,2472,"Silent"
"Cuba",1997,"male","35-54 years",32.41,2472,"Boomers"
"Cuba",1997,"female","75+ years",25.76,2472,"G.I. Generation"
"Cuba",1997,"male","25-34 years",21.56,2472,"Generation X"
"Cuba",1997,"female","55-74 years",21.48,2472,"Silent"
"Cuba",1997,"female","35-54 years",16.01,2472,"Boomers"
"Cuba",1997,"male","15-24 years",13.17,2472,"Generation X"
"Cuba",1997,"female","25-34 years",9.64,2472,"Generation X"
"Cuba",1997,"female","15-24 years",8.84,2472,"Generation X"
"Cuba",1997,"female","5-14 years",0.72,2472,"Millenials"
"Cuba",1997,"male","5-14 years",0.58,2472,"Millenials"
"Cuba",1998,"male","75+ years",123.49,2497,"G.I. Generation"
"Cuba",1998,"male","55-74 years",53.72,2497,"Silent"
"Cuba",1998,"male","35-54 years",28.92,2497,"Boomers"
"Cuba",1998,"female","75+ years",28.07,2497,"G.I. Generation"
"Cuba",1998,"female","55-74 years",22.36,2497,"Silent"
"Cuba",1998,"male","25-34 years",20.52,2497,"Generation X"
"Cuba",1998,"female","35-54 years",15.32,2497,"Boomers"
"Cuba",1998,"male","15-24 years",12.99,2497,"Generation X"
"Cuba",1998,"female","15-24 years",11.08,2497,"Generation X"
"Cuba",1998,"female","25-34 years",9.81,2497,"Generation X"
"Cuba",1998,"male","5-14 years",0.46,2497,"Millenials"
"Cuba",1998,"female","5-14 years",0.24,2497,"Millenials"
"Cuba",1999,"male","75+ years",109.56,2741,"G.I. Generation"
"Cuba",1999,"male","55-74 years",48.56,2741,"Silent"
"Cuba",1999,"male","35-54 years",33.41,2741,"Boomers"
"Cuba",1999,"male","25-34 years",24,2741,"Generation X"
"Cuba",1999,"female","55-74 years",23.19,2741,"Silent"
"Cuba",1999,"female","75+ years",22.65,2741,"G.I. Generation"
"Cuba",1999,"male","15-24 years",14.17,2741,"Generation X"
"Cuba",1999,"female","35-54 years",12.47,2741,"Boomers"
"Cuba",1999,"female","15-24 years",8.56,2741,"Generation X"
"Cuba",1999,"female","25-34 years",8.49,2741,"Generation X"
"Cuba",1999,"female","5-14 years",0.6,2741,"Millenials"
"Cuba",1999,"male","5-14 years",0.46,2741,"Millenials"
"Cuba",2000,"male","75+ years",98.28,2940,"G.I. Generation"
"Cuba",2000,"male","55-74 years",41.34,2940,"Silent"
"Cuba",2000,"male","35-54 years",28.16,2940,"Boomers"
"Cuba",2000,"male","25-34 years",22.81,2940,"Generation X"
"Cuba",2000,"female","75+ years",20.79,2940,"G.I. Generation"
"Cuba",2000,"female","55-74 years",18.35,2940,"Silent"
"Cuba",2000,"male","15-24 years",13.84,2940,"Generation X"
"Cuba",2000,"female","35-54 years",11.56,2940,"Boomers"
"Cuba",2000,"female","25-34 years",9.82,2940,"Generation X"
"Cuba",2000,"female","15-24 years",6.98,2940,"Generation X"
"Cuba",2000,"male","5-14 years",0.47,2940,"Millenials"
"Cuba",2000,"female","5-14 years",0.37,2940,"Millenials"
"Cuba",2001,"male","75+ years",90.6,3037,"Silent"
"Cuba",2001,"male","55-74 years",42.52,3037,"Silent"
"Cuba",2001,"male","35-54 years",24.31,3037,"Boomers"
"Cuba",2001,"male","25-34 years",20.11,3037,"Generation X"
"Cuba",2001,"female","55-74 years",16.33,3037,"Silent"
"Cuba",2001,"female","75+ years",16.29,3037,"Silent"
"Cuba",2001,"male","15-24 years",10.19,3037,"Millenials"
"Cuba",2001,"female","35-54 years",9.38,3037,"Boomers"
"Cuba",2001,"female","25-34 years",7.2,3037,"Generation X"
"Cuba",2001,"female","15-24 years",6.62,3037,"Millenials"
"Cuba",2001,"male","5-14 years",0.59,3037,"Millenials"
"Cuba",2001,"female","5-14 years",0.37,3037,"Millenials"
"Cuba",2002,"male","75+ years",91.65,3205,"Silent"
"Cuba",2002,"male","55-74 years",36.46,3205,"Silent"
"Cuba",2002,"male","35-54 years",24.49,3205,"Boomers"
"Cuba",2002,"female","75+ years",22.86,3205,"Silent"
"Cuba",2002,"male","25-34 years",18.62,3205,"Generation X"
"Cuba",2002,"female","55-74 years",14.49,3205,"Silent"
"Cuba",2002,"female","35-54 years",9.89,3205,"Boomers"
"Cuba",2002,"male","15-24 years",9.01,3205,"Millenials"
"Cuba",2002,"female","25-34 years",8.49,3205,"Generation X"
"Cuba",2002,"female","15-24 years",3.96,3205,"Millenials"
"Cuba",2002,"female","5-14 years",0.38,3205,"Millenials"
"Cuba",2002,"male","5-14 years",0.12,3205,"Millenials"
"Cuba",2003,"male","75+ years",88.22,3409,"Silent"
"Cuba",2003,"male","55-74 years",35.48,3409,"Silent"
"Cuba",2003,"male","35-54 years",24.03,3409,"Boomers"
"Cuba",2003,"male","25-34 years",17.9,3409,"Generation X"
"Cuba",2003,"female","75+ years",16.02,3409,"Silent"
"Cuba",2003,"female","55-74 years",14.34,3409,"Silent"
"Cuba",2003,"female","35-54 years",7.92,3409,"Boomers"
"Cuba",2003,"male","15-24 years",7.9,3409,"Millenials"
"Cuba",2003,"female","25-34 years",4.54,3409,"Generation X"
"Cuba",2003,"female","15-24 years",4.15,3409,"Millenials"
"Cuba",2003,"male","5-14 years",0.49,3409,"Millenials"
"Cuba",2003,"female","5-14 years",0.13,3409,"Millenials"
"Cuba",2004,"male","75+ years",83.71,3611,"Silent"
"Cuba",2004,"male","55-74 years",39.13,3611,"Silent"
"Cuba",2004,"male","35-54 years",24.1,3611,"Boomers"
"Cuba",2004,"male","25-34 years",16.07,3611,"Generation X"
"Cuba",2004,"female","55-74 years",14.74,3611,"Silent"
"Cuba",2004,"female","75+ years",13.98,3611,"Silent"
"Cuba",2004,"female","35-54 years",7.88,3611,"Boomers"
"Cuba",2004,"male","15-24 years",7.72,3611,"Millenials"
"Cuba",2004,"female","25-34 years",4.87,3611,"Generation X"
"Cuba",2004,"female","15-24 years",3.02,3611,"Millenials"
"Cuba",2004,"male","5-14 years",0.63,3611,"Millenials"
"Cuba",2004,"female","5-14 years",0.27,3611,"Millenials"
"Cuba",2005,"male","75+ years",84.34,4017,"Silent"
"Cuba",2005,"male","55-74 years",31.49,4017,"Silent"
"Cuba",2005,"male","35-54 years",21.9,4017,"Boomers"
"Cuba",2005,"female","75+ years",16.15,4017,"Silent"
"Cuba",2005,"male","25-34 years",15.42,4017,"Generation X"
"Cuba",2005,"female","55-74 years",13.26,4017,"Silent"
"Cuba",2005,"male","15-24 years",6.97,4017,"Millenials"
"Cuba",2005,"female","35-54 years",6.49,4017,"Boomers"
"Cuba",2005,"female","15-24 years",4.66,4017,"Millenials"
"Cuba",2005,"female","25-34 years",3.96,4017,"Generation X"
"Cuba",2005,"male","5-14 years",0.89,4017,"Millenials"
"Cuba",2005,"female","5-14 years",0.41,4017,"Millenials"
"Cuba",2006,"male","75+ years",87.51,4951,"Silent"
"Cuba",2006,"male","55-74 years",36.33,4951,"Silent"
"Cuba",2006,"male","35-54 years",21.51,4951,"Boomers"
"Cuba",2006,"male","25-34 years",16.45,4951,"Generation X"
"Cuba",2006,"female","75+ years",12.95,4951,"Silent"
"Cuba",2006,"female","55-74 years",10.07,4951,"Silent"
"Cuba",2006,"male","15-24 years",6.38,4951,"Millenials"
"Cuba",2006,"female","35-54 years",5.46,4951,"Boomers"
"Cuba",2006,"female","25-34 years",3.31,4951,"Generation X"
"Cuba",2006,"female","15-24 years",2.18,4951,"Millenials"
"Cuba",2006,"male","5-14 years",0.26,4951,"Millenials"
"Cuba",2006,"female","5-14 years",0.14,4951,"Millenials"
"Cuba",2007,"male","75+ years",77.05,5488,"Silent"
"Cuba",2007,"male","55-74 years",36.57,5488,"Silent"
"Cuba",2007,"male","35-54 years",20.15,5488,"Boomers"
"Cuba",2007,"female","75+ years",15.78,5488,"Silent"
"Cuba",2007,"male","25-34 years",13.2,5488,"Generation X"
"Cuba",2007,"female","55-74 years",9.36,5488,"Silent"
"Cuba",2007,"male","15-24 years",5.96,5488,"Millenials"
"Cuba",2007,"female","35-54 years",5.09,5488,"Boomers"
"Cuba",2007,"female","25-34 years",2.84,5488,"Generation X"
"Cuba",2007,"female","15-24 years",1.91,5488,"Millenials"
"Cuba",2007,"male","5-14 years",0.27,5488,"Generation Z"
"Cuba",2007,"female","5-14 years",0,5488,"Generation Z"
"Cuba",2008,"male","75+ years",80.16,5686,"Silent"
"Cuba",2008,"male","55-74 years",34.57,5686,"Silent"
"Cuba",2008,"male","35-54 years",21.85,5686,"Boomers"
"Cuba",2008,"female","55-74 years",13.6,5686,"Silent"
"Cuba",2008,"male","25-34 years",11.77,5686,"Generation X"
"Cuba",2008,"female","75+ years",11.57,5686,"Silent"
"Cuba",2008,"male","15-24 years",6.19,5686,"Millenials"
"Cuba",2008,"female","35-54 years",5.34,5686,"Boomers"
"Cuba",2008,"female","15-24 years",3.06,5686,"Millenials"
"Cuba",2008,"female","25-34 years",2.45,5686,"Generation X"
"Cuba",2008,"female","5-14 years",0.29,5686,"Generation Z"
"Cuba",2008,"male","5-14 years",0.14,5686,"Generation Z"
"Cuba",2009,"male","75+ years",82.21,5797,"Silent"
"Cuba",2009,"male","55-74 years",33.46,5797,"Silent"
"Cuba",2009,"male","35-54 years",22.71,5797,"Boomers"
"Cuba",2009,"male","25-34 years",16.79,5797,"Generation X"
"Cuba",2009,"female","75+ years",13.35,5797,"Silent"
"Cuba",2009,"female","55-74 years",13.34,5797,"Silent"
"Cuba",2009,"male","15-24 years",7.54,5797,"Millenials"
"Cuba",2009,"female","35-54 years",6.55,5797,"Boomers"
"Cuba",2009,"female","25-34 years",3.26,5797,"Generation X"
"Cuba",2009,"female","15-24 years",1.54,5797,"Millenials"
"Cuba",2009,"female","5-14 years",0.44,5797,"Generation Z"
"Cuba",2009,"male","5-14 years",0.14,5797,"Generation Z"
"Cuba",2010,"male","75+ years",78.23,5997,"Silent"
"Cuba",2010,"male","55-74 years",38.45,5997,"Silent"
"Cuba",2010,"male","35-54 years",25.05,5997,"Generation X"
"Cuba",2010,"male","25-34 years",14.36,5997,"Generation X"
"Cuba",2010,"female","55-74 years",14.12,5997,"Silent"
"Cuba",2010,"female","75+ years",11.75,5997,"Silent"
"Cuba",2010,"male","15-24 years",8.2,5997,"Millenials"
"Cuba",2010,"female","35-54 years",5.54,5997,"Generation X"
"Cuba",2010,"female","25-34 years",2.47,5997,"Generation X"
"Cuba",2010,"female","15-24 years",2.33,5997,"Millenials"
"Cuba",2010,"female","5-14 years",1.06,5997,"Generation Z"
"Cuba",2010,"male","5-14 years",0.57,5997,"Generation Z"
"Cuba",2011,"male","75+ years",86.34,6419,"Silent"
"Cuba",2011,"male","55-74 years",34.92,6419,"Boomers"
"Cuba",2011,"male","35-54 years",23.09,6419,"Generation X"
"Cuba",2011,"male","25-34 years",15.97,6419,"Millenials"
"Cuba",2011,"female","75+ years",14.2,6419,"Silent"
"Cuba",2011,"female","55-74 years",12.03,6419,"Boomers"
"Cuba",2011,"male","15-24 years",9.27,6419,"Millenials"
"Cuba",2011,"female","35-54 years",5.57,6419,"Generation X"
"Cuba",2011,"female","25-34 years",2.91,6419,"Millenials"
"Cuba",2011,"female","15-24 years",1.71,6419,"Millenials"
"Cuba",2011,"male","5-14 years",0.58,6419,"Generation Z"
"Cuba",2011,"female","5-14 years",0.46,6419,"Generation Z"
"Cuba",2012,"male","75+ years",86.45,6791,"Silent"
"Cuba",2012,"male","55-74 years",35.68,6791,"Boomers"
"Cuba",2012,"male","35-54 years",21.53,6791,"Generation X"
"Cuba",2012,"male","25-34 years",15.03,6791,"Millenials"
"Cuba",2012,"female","75+ years",14.28,6791,"Silent"
"Cuba",2012,"female","55-74 years",10.31,6791,"Boomers"
"Cuba",2012,"male","15-24 years",8.93,6791,"Millenials"
"Cuba",2012,"female","35-54 years",4.93,6791,"Generation X"
"Cuba",2012,"female","15-24 years",3.35,6791,"Millenials"
"Cuba",2012,"female","25-34 years",2.3,6791,"Millenials"
"Cuba",2012,"male","5-14 years",0.89,6791,"Generation Z"
"Cuba",2012,"female","5-14 years",0.32,6791,"Generation Z"
"Cuba",2013,"male","75+ years",73.62,7148,"Silent"
"Cuba",2013,"male","55-74 years",39.54,7148,"Boomers"
"Cuba",2013,"male","35-54 years",22.81,7148,"Generation X"
"Cuba",2013,"female","75+ years",13.02,7148,"Silent"
"Cuba",2013,"male","25-34 years",13.01,7148,"Millenials"
"Cuba",2013,"female","55-74 years",10.54,7148,"Boomers"
"Cuba",2013,"male","15-24 years",6.04,7148,"Millenials"
"Cuba",2013,"female","35-54 years",4.94,7148,"Generation X"
"Cuba",2013,"female","25-34 years",2.8,7148,"Millenials"
"Cuba",2013,"female","15-24 years",2.74,7148,"Millenials"
"Cuba",2013,"male","5-14 years",0.76,7148,"Generation Z"
"Cuba",2013,"female","5-14 years",0.64,7148,"Generation Z"
"Cuba",2014,"male","75+ years",72.91,7459,"Silent"
"Cuba",2014,"male","55-74 years",33.64,7459,"Boomers"
"Cuba",2014,"male","35-54 years",21.53,7459,"Generation X"
"Cuba",2014,"female","75+ years",13.13,7459,"Silent"
"Cuba",2014,"male","25-34 years",12.8,7459,"Millenials"
"Cuba",2014,"female","55-74 years",10.79,7459,"Boomers"
"Cuba",2014,"male","15-24 years",8.14,7459,"Millenials"
"Cuba",2014,"female","35-54 years",5.66,7459,"Generation X"
"Cuba",2014,"female","15-24 years",2.67,7459,"Millenials"
"Cuba",2014,"female","25-34 years",1.64,7459,"Millenials"
"Cuba",2014,"male","5-14 years",1.39,7459,"Generation Z"
"Cuba",2014,"female","5-14 years",0.33,7459,"Generation Z"
"Cuba",2015,"male","75+ years",82.23,8044,"Silent"
"Cuba",2015,"male","55-74 years",37.02,8044,"Boomers"
"Cuba",2015,"male","35-54 years",22.24,8044,"Generation X"
"Cuba",2015,"female","75+ years",13.97,8044,"Silent"
"Cuba",2015,"male","25-34 years",10.6,8044,"Millenials"
"Cuba",2015,"female","55-74 years",9.4,8044,"Boomers"
"Cuba",2015,"male","15-24 years",7.52,8044,"Millenials"
"Cuba",2015,"female","35-54 years",5.45,8044,"Generation X"
"Cuba",2015,"female","25-34 years",2.81,8044,"Millenials"
"Cuba",2015,"female","15-24 years",2.44,8044,"Millenials"
"Cuba",2015,"male","5-14 years",0.63,8044,"Generation Z"
"Cuba",2015,"female","5-14 years",0,8044,"Generation Z"
"Cyprus",1999,"male","55-74 years",1.57,12389,"Silent"
"Cyprus",1999,"female","15-24 years",0,12389,"Generation X"
"Cyprus",1999,"female","25-34 years",0,12389,"Generation X"
"Cyprus",1999,"female","35-54 years",0,12389,"Boomers"
"Cyprus",1999,"female","5-14 years",0,12389,"Millenials"
"Cyprus",1999,"female","55-74 years",0,12389,"Silent"
"Cyprus",1999,"female","75+ years",0,12389,"G.I. Generation"
"Cyprus",1999,"male","15-24 years",0,12389,"Generation X"
"Cyprus",1999,"male","25-34 years",0,12389,"Generation X"
"Cyprus",1999,"male","35-54 years",0,12389,"Boomers"
"Cyprus",1999,"male","5-14 years",0,12389,"Millenials"
"Cyprus",1999,"male","75+ years",0,12389,"G.I. Generation"
"Cyprus",2000,"male","25-34 years",6.76,11635,"Generation X"
"Cyprus",2000,"male","35-54 years",1.6,11635,"Boomers"
"Cyprus",2000,"female","15-24 years",0,11635,"Generation X"
"Cyprus",2000,"female","25-34 years",0,11635,"Generation X"
